method,offset,mask_iou,bbox_iou
lk_color_region_strict,0,1.0,1.0
lk_color_region_strict,1,0.8402105076034773,0.8582580188910166
lk_color_region_strict,2,0.813058387937057,0.8688825190067291
lk_color_region_strict,3,0.78355081396485,0.8451209763685862
lk_color_region_strict,4,0.7669209333110454,0.8314843038717906
lk_color_region_strict,5,0.744333252791111,0.8272092143694559
lk_color_region_strict,6,0.7240372259076167,0.810036853949229
lk_color_region_strict,7,0.7094298426655415,0.7865397801001867
lk_color_region_strict,8,0.6966179560430262,0.7873333255449931
lk_color_region_strict,9,0.6881545708494996,0.7832287351290385
