method,offset,mask_iou,bbox_iou
lk_edge_patch_region,0,1.0,1.0
lk_edge_patch_region,1,0.8311180937446989,0.8366225024064382
lk_edge_patch_region,2,0.8080744295960508,0.829888806740443
lk_edge_patch_region,3,0.778724772868225,0.8139198054869969
lk_edge_patch_region,4,0.7598924661700012,0.810276382168134
lk_edge_patch_region,5,0.7374322808333849,0.7869996090730031
lk_edge_patch_region,6,0.7251573423472234,0.7712714105844498
lk_edge_patch_region,7,0.7173089466155192,0.7701286286115646
lk_edge_patch_region,8,0.7015000148900109,0.7493709603945414
lk_edge_patch_region,9,0.6926059672696532,0.7397617926200231
