method,offset,mask_iou,bbox_iou
lk_raw_high_ransac,0,1.0,1.0
lk_raw_high_ransac,1,0.8282874851368928,0.8257745285828908
lk_raw_high_ransac,2,0.8080569760546665,0.831266870101293
lk_raw_high_ransac,3,0.7855529446093216,0.8145072897275288
lk_raw_high_ransac,4,0.7687332561989337,0.8111206253369649
lk_raw_high_ransac,5,0.7471926278598949,0.7792971630891165
lk_raw_high_ransac,6,0.7397341655038254,0.7826162040233612
lk_raw_high_ransac,7,0.7220142745068828,0.7697586357593537
lk_raw_high_ransac,8,0.7150256380004018,0.7704296320676803
lk_raw_high_ransac,9,0.699321634990957,0.7680969933668772
