method,offset,mask_iou,bbox_iou
lk_edge_patch_filter,0,1.0,1.0
lk_edge_patch_filter,1,0.833382052109679,0.8318798581759135
lk_edge_patch_filter,2,0.8119808313770882,0.8344122687975566
lk_edge_patch_filter,3,0.792159414176658,0.8257490773995717
lk_edge_patch_filter,4,0.7757348024893139,0.8147840042908986
lk_edge_patch_filter,5,0.7505076341199058,0.7881309767564137
lk_edge_patch_filter,6,0.7434549722995932,0.7830943703651428
lk_edge_patch_filter,7,0.7301622613484546,0.7873788396517436
lk_edge_patch_filter,8,0.7187713590091565,0.7805941959222158
lk_edge_patch_filter,9,0.7061661571313762,0.771247019370397
