method,offset,mask_iou,bbox_iou
piecewise_conf_clean_lk,0,1.0,1.0
piecewise_conf_clean_lk,1,0.8266690616032484,0.8224705378214519
piecewise_conf_clean_lk,2,0.7999658477634533,0.827474170923233
piecewise_conf_clean_lk,3,0.7787911694289085,0.8086331784725189
piecewise_conf_clean_lk,4,0.7625339984007251,0.8096126258373261
piecewise_conf_clean_lk,5,0.7396933980951099,0.7860834578673045
piecewise_conf_clean_lk,6,0.7369145763741876,0.7832830965518951
piecewise_conf_clean_lk,7,0.725391566637538,0.7718182106812795
piecewise_conf_clean_lk,8,0.7100325246982149,0.7546602954467138
piecewise_conf_clean_lk,9,0.7021218128612141,0.7622170895338058
