method,offset,mask_iou,bbox_iou
lk_mask_points_high_ransac,0,1.0,1.0
lk_mask_points_high_ransac,1,0.8301720768805595,0.8260594367980957
lk_mask_points_high_ransac,2,0.8112636541869107,0.830164784193039
lk_mask_points_high_ransac,3,0.7879873213341323,0.8199707766373953
lk_mask_points_high_ransac,4,0.7704481892699403,0.8105405608812968
lk_mask_points_high_ransac,5,0.7463026623649415,0.7797376255194346
lk_mask_points_high_ransac,6,0.7450301155775724,0.7849833329518636
lk_mask_points_high_ransac,7,0.7273912298640143,0.7757822672526041
lk_mask_points_high_ransac,8,0.7191736252559866,0.7753126780192058
lk_mask_points_high_ransac,9,0.703687558976024,0.7833751320838929
