method,non_anchor_mask_iou,non_anchor_bbox_iou,offset1_mask_iou,offset9_mask_iou,fps
piecewise_anchor_corner_clean_lk,0.7679115853869158,0.8008822783275887,0.8334084175993338,0.7218694760139346,146.75881132026305
