method,non_anchor_mask_iou,non_anchor_bbox_iou,offset1_mask_iou,offset9_mask_iou,fps
piecewise_anchor_smoothness_clean_lk,0.4878602559210807,0.6612557712528441,0.6505658439946598,0.36352707495947867,112.99447740845986
