method,offset,mask_iou,bbox_iou
piecewise_contour_clean_lk,0,1.0,1.0
piecewise_contour_clean_lk,1,0.8336053809229487,0.8249170204003652
piecewise_contour_clean_lk,2,0.8117621218354805,0.8329817155996958
piecewise_contour_clean_lk,3,0.7892146757676556,0.8138985733191172
piecewise_contour_clean_lk,4,0.7722957618708047,0.8256717403729756
piecewise_contour_clean_lk,5,0.7503777230246087,0.7998834828535716
piecewise_contour_clean_lk,6,0.7483281913469148,0.8076889892419179
piecewise_contour_clean_lk,7,0.7361421147254187,0.7951238969961802
piecewise_contour_clean_lk,8,0.7262981745113408,0.7940332273642222
piecewise_contour_clean_lk,9,0.7169692430562495,0.7867626984914143
